name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
大理风味小吃,102.69275,25.007199999999997,,,,,,,,,,,3,11554
大明星欢乐园KTV量贩金牛店,102.693859,25.00591792,,,,,,,,,,,1,4247
凯旋8号,102.693867,25.007101000000002,,,,,,,,,,,1,3316
花溪村清汤鹅,102.69371,25.00672,,,,,,,,,,,3,5512
傅氏兄弟又一春,102.69341999999999,25.00651,,,,,,,,,,,3,9983
正宗富源酸菜猪脚火锅,102.69301,25.00722,,,,,,,,,,,3,10472
英雄烤美人鱼儿,102.6941,25.00656,,,,,,,,,,,3,11553
曼傣园,102.69391999999999,25.0064,,,,,,,,,,,3,12956
花溪村清汤鹅,102.69371,25.006520000000002,,,,,,,,,,,3,18279
傅氏兄弟又一春,102.69341999999999,25.00631,,,,,,,,,,,3,22750
正宗富源酸菜猪脚火锅,102.69301,25.00702,,,,,,,,,,,3,23239
英雄烤美人鱼儿,102.6941,25.00636,,,,,,,,,,,3,24320
金沙水韵温泉会所,102.69357,25.00639,,,,,,,,,,,3,33602
福海金牛社区卫生站,102.69379,25.006957999999997,,,,,,,,,,,3,36885
王记天天过年饺子馆亚龙店,102.69306,25.006420000000002,,,,,,,,,,,3,6733
福建沙县特色小吃金广路金亚店,102.69317,25.00636,,,,,,,,,,,3,7041
新聚德农家园,102.69321,25.0059,,,,,,,,,,,3,9205
家缘草墩饭店,102.69436999999999,25.00562,,,,,,,,,,,3,9761
四季香菜馆,102.69425,25.005770000000002,,,,,,,,,,,3,14784
团结乡白族农家菜,102.69481999999999,25.00575,,,,,,,,,,,3,15612
王记天天过年饺子馆亚龙店,102.69306,25.006220000000003,,,,,,,,,,,3,19500
福建沙县特色小吃金广路金亚店,102.69317,25.00616,,,,,,,,,,,3,19808
新聚德农家园,102.69321,25.0057,,,,,,,,,,,3,21972
家缘草墩饭店,102.69436999999999,25.00542,,,,,,,,,,,3,22528
曼傣园,102.69391999999999,25.0062,,,,,,,,,,,3,25723
四季香菜馆,102.69425,25.005570000000002,,,,,,,,,,,3,27551
星星歌舞厅,102.69351999999999,25.00579,,,,,,,,,,,3,30670
热点网城,102.69334,25.00625,,,,,,,,,,,3,31432
美客·造型形象旗舰店,102.69315999999999,25.005670000000002,,,,,,,,,,,3,33179
秀场造型,102.69388000000001,25.00528,,,,,,,,,,,3,33872
健之佳健康药房NO．169,102.693436,25.005873,,,,,,,,,,,3,35496
福源招待所,102.69426999999999,25.00571,,,,,,,,,,,3,39265
瑰阁宜捷酒店,102.69334,25.00625,,,,,,,,,,,3,40346
金亚商业中心C栋,102.69346999999999,25.00587,,,,,,,,,,,3,41434
农村信用社ATM,102.69346999999999,25.00583,,,,,,,,,,,3,46406
德庄·仙客隆,102.69153,25.00696,,,,,,,,,,,3,6246
省高院公交站,102.69081899999999,25.006223000000002,,,,,,,,,,,1,2177
昆明中升汽车销售服务有限公司,102.690958,25.006915,,,,,,,,,,,1,2789
交通银行昆明滇池路支行,102.690321,25.006375,,,,,,,,,,,1,3517
丽江旮旯腊排骨火锅,102.69119,25.005489999999998,,,,,,,,,,,3,11789
美怡乐冰淇淋超市,102.69124000000001,25.00696,,,,,,,,,,,3,12283
环球发型研修会所,102.69103,25.00695,,,,,,,,,,,3,16776
亚隆棋牌茶室,102.69142,25.00679,,,,,,,,,,,3,17131
德庄·仙客隆,102.69153,25.00676,,,,,,,,,,,3,19013
美怡乐冰淇淋超市,102.69124000000001,25.00676,,,,,,,,,,,3,25050
环球发型研修会所,102.69103,25.00675,,,,,,,,,,,3,29543
亚隆棋牌茶室,102.69142,25.00659,,,,,,,,,,,3,29898
兰雅阁棋牌室,102.691,25.00625,,,,,,,,,,,3,33398
好朋友足浴道,102.69100999999999,25.006,,,,,,,,,,,3,35160
济仁大药房,102.69051,25.006999,,,,,,,,,,,3,38810
福娃娃幼儿园,102.690596,25.006724,,,,,,,,,,,3,44071
曾氏成都担担面亚龙店,102.69174,25.007199999999997,,,,,,,,,,,3,9452
