name,longitude,latitude,source,index
唐会小黄牛带皮牛肉米线,102.69387,24.981,3,6202
云纺食城,102.71134,25.02002,3,6203
千鸟阳光餐吧,102.67679,25.06168,3,6204
滇池大酒店－大堂吧,102.65607,24.98152,3,6205
东迎饭店,102.6795,24.95862,3,6206
明泰傣式餐厅,102.6967,25.03699,3,6207
徐氏兄弟农家乐,102.73384,25.08537,3,6208
拿渡麻辣香锅,102.73245,25.10249,3,6209
粥鼎记昆明店,102.73239,25.10247,3,6210
张元理弥勒竹园卤鸡卷粉,102.73202,25.09798,3,6211
兄弟昭通天麻火腿鸡,102.71841,25.08577,3,6212
醉仙居私房菜,103.04652,25.28701,3,6213
恒源农庄,102.93167,24.90057,3,6214
湘味园,103.00005,24.95821,3,6215
田园餐厅,103.00228,24.95876,3,6216
家常菜饭店,103.04343,24.95706,3,6217
石林马肉馆,103.04305,24.95753,3,6218
大厂肠旺米线NO．9,102.7066,25.05643,3,6219
168酸汤猪脚,102.64131,25.07721,3,6220
沙县小吃良晨水逸店,102.71356,24.97304,3,6221
食知味小吃,102.71345,24.97285,3,6222
谭氏重庆石锅鱼NO．25,102.68289,25.00515,3,6223
四川宜宾饭店谭家营店,102.71217,25.00392,3,6224
静茗苑茶餐吧,102.7011,25.04892,3,6225
凤翥小吃,102.68206,25.05511,3,6226
黑井壮黄牛风味园,102.74035,25.08603,3,6227
人民公社,102.88691,25.0476,3,6228
老官渡小锅米线小吃店NO．3,102.69562,25.03949,3,6229
牛骑士欢乐餐厅汇都店,102.72792,25.03793,3,6230
重庆名吃,102.72792,25.03793,3,6232
平潭海鲜砂锅粥,102.73953,25.01639,3,6233
怡源小吃店,102.7754,24.97607,3,6234
农乐吧羊肉米线,102.74757,24.96212,3,6235
源鑫金草墩,102.69894,24.94761,3,6236
抚仙湖石锅铜锅鱼石锅鸡,102.70396,24.94613,3,6237
味道家昆明NO．1,102.73003,25.0406,3,6238
农家菜,102.78702,25.03831,3,6239
爱上鸡油饭,102.72054,25.02487,3,6240
乐福居昆明NO．1,102.72054,25.02468,3,6241
湘乐门蒸菜馆,102.73187,25.00615,3,6242
哈尔滨骨头菜馆,102.739,25.04431,3,6243
重庆德庄火锅,102.76479,24.94537,3,6244
缘源牛汤锅,102.84728,24.84353,3,6245
昆明官渡伸晖饭店分店,102.77949,24.93562,3,6246
天香东阳肉饼,102.7794,24.93584,3,6247
川之味饭店,102.72966,25.0171,3,6248
佳缘农家饭店,102.76827,25.0096,3,6249
万家铜锅米线,102.75289,25.01415,3,6250
千福寨,102.72715,25.07276,3,6251
福馨农家园,102.73059,24.98892,3,6252
尚品香排骨米饭NO．1,102.72995,25.03871,3,6253
廖纪棒棒鸡,102.72891,25.00121,3,6254
五味厨,102.71834,25.02185,3,6255
口乐斋营养快餐店,102.71858,25.02187,3,6256
黄氏牛汤锅昆前路NO．2,102.71976,25.02581,3,6257
