name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
中国建设银行昆明白云路支行,102.71723,25.06804,,,,,,,,,,,3,13669
中国建设银行ATM,102.71731,25.06801,,,,,,,,,,,3,15373
 ,102.7169239,25.06776624,,,,,,,,,,,3,29020
中国民生银行ATM,102.71568,25.06742,,,,,,,,,,,3,13297
 ,102.7162301,25.06784121,,,,,,,,,,,3,29021
 ,102.7164728,25.06760892,,,,,,,,,,,3,29986
 ,102.7162562,25.0672793,,,,,,,,,,,3,30081
 ,102.7162692,25.06736826,,,,,,,,,,,3,31327
 ,102.7158631,25.06692393,,,,,,,,,,,3,31589
温莎KTV白云店,102.71693,25.06627,,,,,,,,,,,2,5044
滨江.俊发广场,102.71714,25.06681,,,,,,,,,,,2,5055
 ,102.7170378,25.06662333,,,,,,,,,,,3,29022
 ,102.7175139,25.0665147,,,,,,,,,,,3,30326
金福楼,102.71848,25.06575,,,,,,,,,,,2,5029
金利园,102.71989,25.0657,,,,,,,,,,,2,5021
传说邂逅吧,102.71892,25.06559,,,,,,,,,,,2,5035
开心小吃,102.72068,25.06525,,,,,,,,,,,3,23746
成都吴记冒菜馆,102.72043,25.0653,,,,,,,,,,,3,26718
老傀鸡汤饭专营店,102.72048,25.06547,,,,,,,,,,,3,27216
 ,102.7194115,25.0652763,,,,,,,,,,,3,29519
 ,102.7197698,25.0648349,,,,,,,,,,,3,29596
 ,102.7207089,25.06521546,,,,,,,,,,,3,30064
 ,102.7197247,25.0655688,,,,,,,,,,,3,31545
 ,102.7205831,25.06526163,,,,,,,,,,,3,32537
 ,102.7196388,25.06560489,,,,,,,,,,,3,33975
 ,102.719,25.06605768,,,,,,,,,,,3,38917
北京路花苑,102.72171,25.06567,,,,,,,,,,,2,5013
水艺天下会所,102.72039,25.06651,,,,,,,,,,,2,5011
沙漠玫瑰,102.72088,25.06589,,,,,,,,,,,2,5015
云海の蓝天沐浴会所,102.72077,25.0669,,,,,,,,,,,2,5024
Face酒吧,102.7205488,25.06700548,,,,,,,,,,,2,5025
昆明市盘龙区检察院反贪局,102.719916,25.067077,,,,,,,,,,,3,8153
昆明市盘龙区检察院,102.719917,25.067077,,,,,,,,,,,3,8336
中国银行白云路支行,102.72065,25.06691,,,,,,,,,,,3,13222
招商银行ATM,102.72115,25.0669,,,,,,,,,,,3,13540
中国银行ATM,102.7206,25.06692,,,,,,,,,,,3,14370
招商银行昆明金星支行,102.72116,25.06693,,,,,,,,,,,3,15680
中国建设银行ATM,102.72112,25.0664,,,,,,,,,,,3,15719
福缘园小吃,102.72057,25.06579,,,,,,,,,,,3,17475
金福楼昆明味道菜馆白云路金利园店,102.71985,25.06633,,,,,,,,,,,3,19548
鼎鑫家常菜馆,102.72081,25.06581,,,,,,,,,,,3,19769
 ,102.7208063,25.06685297,,,,,,,,,,,3,31468
 ,102.7206238,25.06691718,,,,,,,,,,,3,32705
 ,102.7198156,25.06581059,,,,,,,,,,,3,32736
 ,102.7199619,25.06712909,,,,,,,,,,,3,32992
 ,102.7197664,25.06714335,,,,,,,,,,,3,36960
 ,102.7198732,25.0671272,,,,,,,,,,,3,36991
 ,102.7212595,25.06658238,,,,,,,,,,,3,38255
 ,102.72030229999999,25.06703661,,,,,,,,,,,3,39302
 ,102.7212196,25.0666664,,,,,,,,,,,3,41011
 ,102.72055590000001,25.06694531,,,,,,,,,,,3,41271
 ,102.720474,25.066976399999998,,,,,,,,,,,3,41836
 ,102.7199372,25.06577544,,,,,,,,,,,3,43784
 ,102.7205032,25.06562766,,,,,,,,,,,3,45143
 ,102.7207505,25.06687304,,,,,,,,,,,3,46243
 ,102.7204043,25.06566978,,,,,,,,,,,3,47622
水艺天下会所,102.7205,25.06658,,,,,,,,,,,3,52359
水艺天下KTV娱乐会所,102.7205,25.06658,,,,,,,,,,,3,55043
阿强发型设计工作室,102.7206,25.06589,,,,,,,,,,,3,57014
昱鑫游戏动漫城,102.7205,25.06696,,,,,,,,,,,3,58900
云海蓝天沐浴会所,102.72081,25.0669,,,,,,,,,,,3,59536
FACE动漫,102.72041999999999,25.06696,,,,,,,,,,,3,59748
盘龙唐芙蓉诊所,102.72053100000001,25.065693,,,,,,,,,,,3,61268
一心堂花苑小区连锁店,102.720846,25.065734,,,,,,,,,,,3,63029
丹彤大厦,102.72053000000001,25.067320000000002,,,,,,,,,,,3,69466
同德昆明广场,102.7231272,25.06560225,,,,,,,,,,,2,5009
白云路(北京路口)公交站,102.72309,25.06612,,,,,,,,,,,2,5017
重庆风光老灶火锅,102.72249,25.065996,,,,,,,,,,,2,5020
同德昆明广场,102.7229,25.0659,,,,,,,,,,,2,5032
同德·昆明广场,102.72311,25.06615,,,,,,,,,,,2,5033
重庆风光老灶火锅城昆明店,102.72249,25.066,,,,,,,,,,,3,18311
财智心景写字楼,102.7229,25.06493,,,,,,,,,,,3,69797
昆明同德广场,102.72158,25.0652,,,,,,,,,,,2,5022
中国工商银行ATM,102.72161,25.06624,,,,,,,,,,,3,14376
中国工商银行白云路支行,102.72151,25.06627,,,,,,,,,,,3,14505
 ,102.7208047,25.06556327,,,,,,,,,,,3,40120
 ,102.72191529999999,25.06591458,,,,,,,,,,,3,42834
 ,102.7209514,25.06547705,,,,,,,,,,,3,43352
 ,102.7208047,25.06556327,,,,,,,,,,,3,43534
 ,102.7208047,25.06556327,,,,,,,,,,,3,43632
宝·洛·莎高级女子美容会所白云店,102.7219,25.06618,,,,,,,,,,,3,59522
 ,102.72046540000001,25.06529781,,,,,,,,,,,3,47450
魔发艺创形象设计工作室,102.72044,25.06533,,,,,,,,,,,3,57043
木子网络世界,102.72071,25.06543,,,,,,,,,,,3,59379
盘龙万源诊所,102.720387,25.065076,,,,,,,,,,,3,61340
新迎传统豆花米线万华分店,102.71776,25.06545,,,,,,,,,,,3,20067
腾冲特色饵丝店,102.71768,25.06526,,,,,,,,,,,3,26237
祥和悦养生堂,102.71817,25.06622,,,,,,,,,,,3,27041
 ,102.7176307,25.06618359,,,,,,,,,,,3,30659
 ,102.7178773,25.06612725,,,,,,,,,,,3,31228
 ,102.718638,25.06517343,,,,,,,,,,,3,31711
 ,102.7184222,25.06624947,,,,,,,,,,,3,32771
 ,102.718976,25.06635968,,,,,,,,,,,3,32965
 ,102.7189121,25.06610079,,,,,,,,,,,3,34515
 ,102.7183376,25.06502088,,,,,,,,,,,3,34957
 ,102.7189411,25.06624875,,,,,,,,,,,3,36527
 ,102.7189411,25.06622873,,,,,,,,,,,3,36961
 ,102.7190272,25.0650729,,,,,,,,,,,3,42239
 ,102.71836850000001,25.06518878,,,,,,,,,,,3,45289
 ,102.71895909999999,25.06606974,,,,,,,,,,,3,46315
金利足浴休闲会所,102.7184,25.06616,,,,,,,,,,,3,53649
创缘艺国际美发会所,102.71861,25.0661,,,,,,,,,,,3,59188
福林堂君利国药店,102.718179,25.066249,,,,,,,,,,,3,60429
盘龙段氏口腔诊所,102.717968,25.065979000000002,,,,,,,,,,,3,62642
东骏药业公司东骏大药房万华路连锁店,102.717935,25.065847,,,,,,,,,,,3,64295
 ,102.7163731,25.06693122,,,,,,,,,,,3,31592
 ,102.7172336,25.06594824,,,,,,,,,,,3,33399
 ,102.7177794,25.06647533,,,,,,,,,,,3,34467
 ,102.71716579999999,25.06542242,,,,,,,,,,,3,38918
 ,102.7173922,25.06656186,,,,,,,,,,,3,38958
 ,102.71761670000001,25.06651353,,,,,,,,,,,3,39370
 ,102.71746490000001,25.06653878,,,,,,,,,,,3,39973
 ,102.7167343,25.06710668,,,,,,,,,,,3,42583
 ,102.7178194,25.0664513,,,,,,,,,,,3,43293
 ,102.71735509999999,25.06667688,,,,,,,,,,,3,51387
 ,102.716341,25.06720221,,,,,,,,,,,3,32719
 ,102.7160138,25.06734464,,,,,,,,,,,3,33787
 ,102.7161524,25.06785633,,,,,,,,,,,3,35477
 ,102.7161983,25.06813317,,,,,,,,,,,3,37267
 ,102.7160885,25.06774244,,,,,,,,,,,3,37277
 ,102.7162991,25.06761518,,,,,,,,,,,3,38389
 ,102.71633800000001,25.06783406,,,,,,,,,,,3,41314
 ,102.7161563,25.06795628,,,,,,,,,,,3,42599
