name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
玉兴园清真牛菜馆,102.71682,25.04718,,,,,,,,,,,3,18088
黑森林酒吧(桃源店),102.71681,25.045801,,,,,,,,,,,2,3881
尊龙新世纪广场酒店,102.71686,25.04637,,,,,,,,,,,2,3905
昆明市盘龙区地税局稽查局,102.716274,25.045114,,,,,,,,,,,3,6509
云南地税局办税服务厅,102.716274,25.045114,,,,,,,,,,,3,7295
昆明市盘龙区地税局,102.716274,25.045114,,,,,,,,,,,3,9009
尊龙新世纪广场,102.71687,25.04637,,,,,,,,,,,3,23207
尊龙新世纪广场如意厅,102.71722,25.04637,,,,,,,,,,,3,23932
 ,102.71691650000001,25.04567156,,,,,,,,,,,3,40999
 ,102.7170261,25.04567237,,,,,,,,,,,3,47491
圆通山动物园,102.71719,25.044704,,,,,,,,,,,2,3880
零距离酒吧,102.71717,25.044798,,,,,,,,,,,2,3885
盘龙区青少年宫,102.71731,25.04502,,,,,,,,,,,2,3890
昆明市盘龙区体育馆,102.71736,25.04468,,,,,,,,,,,2,3892
乡村黑森林BAR桃源店,102.71706,25.04458,,,,,,,,,,,2,3895
猎鹿者酒吧,102.71704,25.04382,,,,,,,,,,,2,3909
龙舌兰酒吧,102.71695,25.044468,,,,,,,,,,,2,3910
枫丹白露,102.7157,25.04418,,,,,,,,,,,2,2780
云南省省级住房公积金管理中心,102.71524,25.04376,,,,,,,,,,,3,6464
平安银行ATM,102.71513,25.0446,,,,,,,,,,,3,13846
中国建设银行ATM,102.71524,25.04388,,,,,,,,,,,3,15493
中国建设银行青年路支行,102.71524,25.04376,,,,,,,,,,,3,15801
沙坪坝老巷子火锅NO．3,102.71605,25.04459,,,,,,,,,,,3,18012
李记成都担担面,102.71625,25.04394,,,,,,,,,,,3,19261
玉碗香,102.71629,25.04466,,,,,,,,,,,3,19262
老鬼鸡汤饭,102.71625,25.0439,,,,,,,,,,,3,20568
大理耙肉饵丝,102.71624,25.04398,,,,,,,,,,,3,21161
帽子哆,102.71557,25.04408,,,,,,,,,,,3,22869
馥香源,102.7163,25.04476,,,,,,,,,,,3,23812
点点豆豆健善豆坊青年路店,102.71551,25.0443,,,,,,,,,,,3,24607
蒸氏鲜功夫餐厅,102.71585,25.04424,,,,,,,,,,,3,25790
如家快捷酒店(青年路店),102.71534,25.04568,,,,,,,,,,,2,2233
铜离子酒吧,102.71613,25.04552,,,,,,,,,,,2,2457
滇池,102.71403,25.04521,,,,,,,,,,,2,1962
普洱,102.71467,25.04511,,,,,,,,,,,2,2470
经贸宾馆,102.71435,25.04536,,,,,,,,,,,2,2598
金鹰B座,102.713809,25.04498,,,,,,,,,,,2,2721
国家经贸委昆明培训中心,102.714373,25.045428,,,,,,,,,,,3,9925
福禄寿厅,102.71438,25.04547,,,,,,,,,,,3,20876
聚德福,102.71438,25.04547,,,,,,,,,,,3,20877
天安宫中餐厅,102.71438,25.04547,,,,,,,,,,,3,20878
龙凤呈祥婚宴厅,102.71438,25.04547,,,,,,,,,,,3,20879
凡尔赛西餐厅,102.71438,25.04547,,,,,,,,,,,3,20880
品鲜坊,102.71474,25.04539,,,,,,,,,,,3,27452
靖国新村,102.7141876,25.04393387,,,,,,,,,,,1,564
房管局职工楼,102.7141876,25.04393387,,,,,,,,,,,1,576
小花园新青年商住楼,102.7141876,25.04393387,,,,,,,,,,,1,580
盛迪花园,102.7141876,25.04393387,,,,,,,,,,,1,581
金碧阳光倾城名筑,102.7141876,25.04393387,,,,,,,,,,,1,585
威远街农贸大厦,102.7141876,25.04393387,,,,,,,,,,,1,595
明昌大厦,102.7141876,25.04393387,,,,,,,,,,,1,597
福林广场,102.7141876,25.04393387,,,,,,,,,,,1,598
昆明傲城,102.7141876,25.04393387,,,,,,,,,,,1,600
新纪元酒店公寓,102.7141876,25.04393387,,,,,,,,,,,1,604
临江花园,102.7141876,25.04393387,,,,,,,,,,,1,605
象眼街林业厅宿舍,102.7141876,25.04393387,,,,,,,,,,,1,608
富邦花园,102.7141876,25.04393387,,,,,,,,,,,1,614
华夏大厦,102.7141876,25.04393387,,,,,,,,,,,1,622
青年路烟草公司宿舍,102.7141876,25.04393387,,,,,,,,,,,1,623
青年路烟草大厦,102.7141876,25.04393387,,,,,,,,,,,1,624
银座SOHO,102.7141876,25.04393387,,,,,,,,,,,1,625
滨江大厦,102.7141876,25.04393387,,,,,,,,,,,1,629
金碧雅园,102.7141876,25.04393387,,,,,,,,,,,1,631
长春花园,102.7141876,25.04393387,,,,,,,,,,,1,632
龙园豪宅,102.7141876,25.04393387,,,,,,,,,,,1,649
鸿城广场,102.7141876,25.04393387,,,,,,,,,,,1,655
云泰大厦,102.7141876,25.04393387,,,,,,,,,,,1,657
顺城新月花园,102.7141876,25.04393387,,,,,,,,,,,1,661
阳光A版,102.7141876,25.04393387,,,,,,,,,,,1,680
世纪广场,102.7141876,25.04393387,,,,,,,,,,,1,702
百年顺城,102.7141876,25.04393387,,,,,,,,,,,1,720
昆明市粤秀中学(原盘龙一中),102.714858,25.043597,,,,,,,,,,,2,2696
找茶(昆明走廊店),102.714462,25.043683,,,,,,,,,,,2,2715
云南省水利水电勘测设计研究院,102.71474,25.044113,,,,,,,,,,,3,10185
云南省林业调查规划设计院营林分院,102.714277,25.044109,,,,,,,,,,,3,10233
昆明市西山区粤秀中学,102.714592,25.043801,,,,,,,,,,,3,11579
