name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
 ,102.6516613,25.08903909,,,,,,,,,,,3,30012
云南经济管理职业学院三号门,102.651494,25.087899,,,,,,,,,,,3,9930
小小饮吧经学院店,102.65098,25.08627,,,,,,,,,,,2,1117
酸汤猪脚火锅,102.65102,25.08715,,,,,,,,,,,2,1510
春城慧谷,102.651443,25.086221,,,,,,,,,,,2,1745
正宗兰州手拉面(五华区海源流动人口卫生服务站东北),102.65017,25.08531,,,,,,,,,,,2,1116
三只熊,102.65074,25.085,,,,,,,,,,,2,1136
优思达KTV(五华区海源流动人口卫生服务站东北),102.65113,25.08516,,,,,,,,,,,2,1487
激情石头酒馆,102.65111,25.08507,,,,,,,,,,,2,1542
韩国三只熊,102.65067,25.08499,,,,,,,,,,,2,1826
云南经济管理职业学院二号门,102.650404,25.085587,,,,,,,,,,,3,9828
金牛角前卫饮吧,102.65028,25.08454,,,,,,,,,,,3,17717
果麦ｄｅ鲜饮创作便利店全国NO．296,102.65036,25.08526,,,,,,,,,,,3,19482
富芳川香园,102.65055,25.08484,,,,,,,,,,,3,20035
仟和缘,102.65034,25.08468,,,,,,,,,,,3,20117
滇点甜品,102.65079,25.08568,,,,,,,,,,,3,20424
李记香红圆,102.65062,25.08583,,,,,,,,,,,3,21850
老建水风味烧烤,102.65101,25.08558,,,,,,,,,,,3,21905
正宗富源酸菜土猪脚NO．8,102.65068,25.08598,,,,,,,,,,,3,23920
双福园,102.65058,25.0852,,,,,,,,,,,3,24268
聚兴园,102.65031,25.08462,,,,,,,,,,,3,24269
缤果优家商学店,102.65004,25.08463,,,,,,,,,,,3,24734
沙县特色营养小吃,102.65053,25.08571,,,,,,,,,,,3,24735
德宏傣味,102.65058,25.08481,,,,,,,,,,,3,24990
宣威小龙烧烤,102.6509,25.08546,,,,,,,,,,,3,25300
正宗兰州手拉面,102.65033,25.08519,,,,,,,,,,,3,25316
前卫饮吧,102.65027,25.08452,,,,,,,,,,,3,25318
恩熙家,102.65032,25.08517,,,,,,,,,,,3,25428
必欢客,102.65084,25.08577,,,,,,,,,,,3,25431
避风塘外卖店,102.64998,25.08447,,,,,,,,,,,3,26665
大理白族砂锅王,102.65089,25.08473,,,,,,,,,,,3,26946
下一站奶茶文化专门店,102.65092,25.08496,,,,,,,,,,,3,27895
PａPａRｏｔｌ,102.65087,25.08587,,,,,,,,,,,3,28262
 ,102.6499043,25.08574653,,,,,,,,,,,3,31560
 ,102.6497198,25.0858328,,,,,,,,,,,3,32253
 ,102.6498443,25.08578559,,,,,,,,,,,3,37460
歌王KTV量贩,102.6507,25.08546,,,,,,,,,,,3,53244
海威网络休闲吧,102.65042,25.08484,,,,,,,,,,,3,54149
魔发师烫染沙龙,102.65054,25.08512,,,,,,,,,,,3,55385
金麦迪KTV量贩,102.65053,25.085079999999998,,,,,,,,,,,3,55485
小酒窝酒吧,102.65089,25.0859,,,,,,,,,,,3,56028
代言人形象公社,102.6508,25.0857,,,,,,,,,,,3,56140
顶尚,102.65109,25.08555,,,,,,,,,,,3,56210
万发园形象设计沙龙分店,102.65085,25.085810000000002,,,,,,,,,,,3,56702
一路行空网城,102.6507,25.08546,,,,,,,,,,,3,56703
飞腾动漫,102.65082,25.084989999999998,,,,,,,,,,,3,56792
傲丝卡艺术沙龙,102.65066,25.08503,,,,,,,,,,,3,57038
博泰药品专营店龙院大药房,102.65065,25.085055,,,,,,,,,,,3,63812
吉利住宿吧,102.65103,25.08541,,,,,,,,,,,3,65979
纳西便捷旅店,102.65105,25.08557,,,,,,,,,,,3,65997
迎星招待所,102.65085,25.08473,,,,,,,,,,,3,66015
云梦源住宿吧,102.65095,25.08543,,,,,,,,,,,3,66227
凡人客栈,102.65063,25.08481,,,,,,,,,,,3,66442
雄业旅社,102.65079,25.08475,,,,,,,,,,,3,67618
LIMIT流行舞蹈培训基地,102.651277,25.087029,,,,,,,,,,,3,10344
牛罗锅锅仔王,102.65105,25.08691,,,,,,,,,,,3,17978
文山土鸡米线,102.65125,25.08675,,,,,,,,,,,3,19514
富源酸菜猪脚火锅,102.65102,25.08686,,,,,,,,,,,3,19713
森杰茶餐厅,102.65089,25.08593,,,,,,,,,,,3,20386
芒市勐龙沙傣味园,102.65076,25.08622,,,,,,,,,,,3,21849
兄弟昭通天麻火腿鸡（二分店）,102.65081,25.08633,,,,,,,,,,,3,23579
汉香宫韩式风情烤肉火锅,102.65096,25.08668,,,,,,,,,,,3,23915
黄记尚品私房牛肉煮品,102.651,25.08617,,,,,,,,,,,3,23988
川北川菜馆,102.65093,25.08659,,,,,,,,,,,3,25429
小辣椒干锅店,102.65115,25.08708,,,,,,,,,,,3,25485
兄弟农家园,102.65089,25.08653,,,,,,,,,,,3,25893
仟馨园,102.6511,25.087,,,,,,,,,,,3,26187
思茅农家菜,102.65115,25.0865,,,,,,,,,,,3,27586
野山药风干腊排骨火锅,102.65098,25.08674,,,,,,,,,,,3,28261
鼎味重庆鸡公堡昆明经管校店,102.65109,25.08697,,,,,,,,,,,3,28362
欢畅KTV量贩,102.65100000000001,25.08681,,,,,,,,,,,3,51916
易欣多网吧,102.65085,25.08643,,,,,,,,,,,3,51988
缘聚酒吧,102.65118000000001,25.08713,,,,,,,,,,,3,53311
热夜CLUB,102.65106999999999,25.08633,,,,,,,,,,,3,53356
嗨PUB酒吧,102.65087,25.086479999999998,,,,,,,,,,,3,54408
茅草屋酒吧,102.65137,25.087,,,,,,,,,,,3,54705
隆基台球俱乐部,102.65099000000001,25.08614,,,,,,,,,,,3,55512
夜归人酒吧,102.65138,25.08703,,,,,,,,,,,3,56700
皇朝圣鼎KTV,102.65134,25.08694,,,,,,,,,,,3,56701
沿谷酒吧,102.65101,25.08621,,,,,,,,,,,3,56961
雕刻时光,102.65116,25.08711,,,,,,,,,,,3,58395
