name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
 ,102.7655147,24.95661305,,,,,,,,,,,3,37491
百荷園,102.764398,24.95669,,,,,,,,,,,2,2770
馨馨琴艺艺术培训中心,102.764761,24.957251,,,,,,,,,,,3,11757
钟英中学,102.763984,24.955774,,,,,,,,,,,2,2642
温馨艺术培训学校,102.763567,24.955059,,,,,,,,,,,3,10093
昆明官渡农村合作银行ATM,102.76454,24.95582,,,,,,,,,,,3,13256
广东粥记,102.7639,24.95501,,,,,,,,,,,3,17427
个旧地道小黄牛带皮牛肉米线,102.76382,24.95492,,,,,,,,,,,3,17686
味美思饺子馆,102.76401,24.9551,,,,,,,,,,,3,17986
老昆明小锅米线,102.76431,24.95617,,,,,,,,,,,3,18420
聚香人和,102.7637,24.95514,,,,,,,,,,,3,18907
官渡胖子小锅米线,102.76415,24.95633,,,,,,,,,,,3,18908
农家特色菜馆,102.76453,24.95561,,,,,,,,,,,3,19692
禄劝黑山羊火锅,102.76424,24.9553,,,,,,,,,,,3,19976
麒麟圆子鸡NO．1,102.76452,24.95567,,,,,,,,,,,3,19992
碗碗香地道川味小吃,102.76409,24.9564,,,,,,,,,,,3,22659
陕西风味小吃,102.76396,24.95506,,,,,,,,,,,3,22784
官渡小俩口,102.76419,24.95526,,,,,,,,,,,3,23047
东北特色水饺馆,102.76434,24.95613,,,,,,,,,,,3,23067
味美鲜大理人家耙肉饵丝馆,102.76445,24.95602,,,,,,,,,,,3,23068
贵州安顺黄果树小吃,102.76406,24.95514,,,,,,,,,,,3,24594
富源酸菜猪脚火锅,102.76445,24.95552,,,,,,,,,,,3,24595
面行天下,102.76436,24.95541,,,,,,,,,,,3,24752
福建沙县营养小吃,102.76453,24.95592,,,,,,,,,,,3,24993
香无缺冒菜星耀店,102.76419,24.9563,,,,,,,,,,,3,25278
鼎味小吃店,102.7645,24.95597,,,,,,,,,,,3,25329
韩味轩,102.76431,24.95538,,,,,,,,,,,3,25336
品味休闲餐厅,102.76456,24.95588,,,,,,,,,,,3,26149
美食美客,102.76422,24.95627,,,,,,,,,,,3,28372
 ,102.7643773,24.95628315,,,,,,,,,,,3,29662
 ,102.7644293,24.9563412,,,,,,,,,,,3,30771
 ,102.7640351,24.9554309,,,,,,,,,,,3,31437
 ,102.7644754,24.95639421,,,,,,,,,,,3,34594
 ,102.76429909999999,24.95625111,,,,,,,,,,,3,45072
 ,102.7642072,24.95619702,,,,,,,,,,,3,50901
艺之剪美发沙龙,102.76448,24.95554,,,,,,,,,,,3,52567
蔓莎美媛SPA美容机构,102.76489000000001,24.95603,,,,,,,,,,,3,52649
国际范形象烫染店,102.76411,24.95518,,,,,,,,,,,3,54195
玉清泉足道品牌连锁金足康店,102.76429,24.95574,,,,,,,,,,,3,55658
平安银行ATM,102.76445,24.95723,,,,,,,,,,,3,15876
 ,102.7646064,24.95648633,,,,,,,,,,,3,31038
 ,102.7652166,24.95686784,,,,,,,,,,,3,31126
 ,102.7651435,24.95684579,,,,,,,,,,,3,34639
 ,102.7646854,24.95652741,,,,,,,,,,,3,44804
哈尼罕植物养发,102.76443,24.95721,,,,,,,,,,,3,52870
紫澜菲亚美容养生馆,102.76426,24.95694,,,,,,,,,,,3,52903
兴戈美专业设计·烫染沙龙,102.76427,24.956970000000002,,,,,,,,,,,3,57565
蓝玫瑰盲人按摩连锁五环锋尚店,102.76448,24.9573,,,,,,,,,,,3,59485
明尚美容美体,102.76429,24.956999999999997,,,,,,,,,,,3,59616
 ,102.7655147,24.95661305,,,,,,,,,,,3,49017
