name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
中豪·螺蛳湾国际商贸城二期32－1号门,102.77830300000001,24.944256,,,,,,,,,,,3,69129
 ,102.7767827,24.94495098,,,,,,,,,,,3,31001
中国民生银行ATM,102.77646,24.94394,,,,,,,,,,,3,13302
 ,102.7760393,24.94437336,,,,,,,,,,,3,29199
 ,102.7764886,24.94465974,,,,,,,,,,,3,30185
 ,102.7756481,24.94403703,,,,,,,,,,,3,31245
 ,102.7766585,24.9447969,,,,,,,,,,,3,31471
 ,102.7759862,24.94433232,,,,,,,,,,,3,32820
 ,102.7757702,24.94414413,,,,,,,,,,,3,34645
 ,102.7755801,24.94382202,,,,,,,,,,,3,38820
 ,102.77631540000002,24.9445526,,,,,,,,,,,3,38927
 ,102.77657049999999,24.9447258,,,,,,,,,,,3,39085
 ,102.7766135,24.94475384,,,,,,,,,,,3,40722
 ,102.77583620000001,24.94420722,,,,,,,,,,,3,40784
 ,102.7758953,24.94425123,,,,,,,,,,,3,40916
 ,102.7765345,24.94469178,,,,,,,,,,,3,41576
 ,102.7763804,24.94458765,,,,,,,,,,,3,41577
 ,102.7756091,24.94389605,,,,,,,,,,,3,41578
 ,102.7761403,24.94448343,,,,,,,,,,,3,45356
 ,102.7759442,24.9442943,,,,,,,,,,,3,45461
昆明唐韵大酒店(新螺蛳湾店),102.775131,24.942955,,,,,,,,,,,2,2860
中国银行昆明市彩云北路支行,102.7756,24.94255,,,,,,,,,,,3,13479
中国农业银行昆明国际商贸城第一支行,102.77542,24.9425,,,,,,,,,,,3,14466
中国农业银行ATM,102.77546,24.94248,,,,,,,,,,,3,14467
中国银行ATM,102.77558,24.94251,,,,,,,,,,,3,15877
弥勒马仲卤鸡米线NO．11,102.77586,24.94298,,,,,,,,,,,3,17270
韵之味酒楼,102.77586,24.94273,,,,,,,,,,,3,19827
重庆吉之源火锅,102.77535,24.9427,,,,,,,,,,,3,26514
川魂冒牌货冒菜,102.7758,24.94302,,,,,,,,,,,3,27073
唐韵大酒店新螺蛳湾店－中餐厅,102.77586,24.94273,,,,,,,,,,,3,27224
 ,102.7755171,24.94266111,,,,,,,,,,,3,31633
 ,102.775532,24.94359801,,,,,,,,,,,3,31909
 ,102.7755241,24.9429501,,,,,,,,,,,3,32182
 ,102.7754491,24.9424371,,,,,,,,,,,3,35756
 ,102.77552109999999,24.94258416,,,,,,,,,,,3,38960
 ,102.7755371,24.94350203,,,,,,,,,,,3,41564
 ,102.7755131,24.943401,,,,,,,,,,,3,41565
 ,102.7755272,24.94309406,,,,,,,,,,,3,41566
 ,102.7755241,24.94302408,,,,,,,,,,,3,41567
螺蛳湾国际商贸城,102.775596,24.941489,,,,,,,,,,,1,174
中国民生银行昆明螺丝湾二支行,102.77485,24.94102,,,,,,,,,,,3,15625
富滇银行螺蛳湾彩云支行,102.77591,24.94145,,,,,,,,,,,3,15814
富滇银行ATM,102.77589,24.94138,,,,,,,,,,,3,15815
中国民生银行ATM,102.77476,24.94101,,,,,,,,,,,3,15846
螺蛳湾休闲吧,102.77575,24.94182,,,,,,,,,,,3,18837
 ,102.7754982,24.94115631,,,,,,,,,,,3,31521
 ,102.7754912,24.94136228,,,,,,,,,,,3,31634
 ,102.7754901,24.94106631,,,,,,,,,,,3,32404
 ,102.7755502,24.94201923,,,,,,,,,,,3,34105
 ,102.7754982,24.94097235,,,,,,,,,,,3,38817
 ,102.7754942,24.941234299999998,,,,,,,,,,,3,39581
 ,102.7755502,24.94209024,,,,,,,,,,,3,39718
 ,102.77548420000001,24.94079334,,,,,,,,,,,3,40316
 ,102.7755531,24.94216224,,,,,,,,,,,3,41568
 ,102.77553420000001,24.94184625,,,,,,,,,,,3,41569
 ,102.7754982,24.94088334,,,,,,,,,,,3,41570
 ,102.77548420000001,24.94071036,,,,,,,,,,,3,43586
 ,102.7755401,24.94192127,,,,,,,,,,,3,46300
 ,102.7755241,24.94176926,,,,,,,,,,,3,46562
 ,102.7754372,24.94152122,,,,,,,,,,,3,46887
 ,102.7755212,24.94168025,,,,,,,,,,,3,47063
 ,102.7755153,24.94064142,,,,,,,,,,,3,47970
 ,102.7754912,24.94129631,,,,,,,,,,,3,50526
中豪·螺蛳湾国际商贸城二期13号门,102.77519000000001,24.941019,,,,,,,,,,,3,68401
中豪·螺蛳湾国际商贸城二期16号门,102.775725,24.942131,,,,,,,,,,,3,68734
中豪·螺蛳湾国际商贸城二期17号门,102.775968,24.942268,,,,,,,,,,,3,68850
中豪·螺蛳湾国际商贸城二期12号门,102.77519000000001,24.940813000000002,,,,,,,,,,,3,68951
中豪·螺蛳湾国际商贸城二期15号门,102.77573100000001,24.941939,,,,,,,,,,,3,69036
中豪·螺蛳湾国际商贸城二期写字楼3栋,102.77485,24.94102,,,,,,,,,,,3,69744
 ,102.775514,24.9427391,,,,,,,,,,,3,44595
 ,102.77552109999999,24.94284611,,,,,,,,,,,3,45055
 ,102.7755571,24.943742999999998,,,,,,,,,,,3,46145
 ,102.7755272,24.94313105,,,,,,,,,,,3,49843
 ,102.77554909999999,24.94368,,,,,,,,,,,3,50412
 ,102.77545699999999,24.94324899,,,,,,,,,,,3,50443
唐韵大酒店新螺蛳湾店－棋牌室,102.77586,24.942729999999997,,,,,,,,,,,3,53537
唐韵大酒店新螺蛳湾店－健身房,102.77586,24.942729999999997,,,,,,,,,,,3,55821
唐韵大酒店新螺蛳湾店－酒吧,102.77586,24.942729999999997,,,,,,,,,,,3,55835
唐韵大酒店新螺蛳湾店－美容院,102.77586,24.942729999999997,,,,,,,,,,,3,57630
唐韵大酒店新螺蛳湾店－温泉泡池,102.77586,24.942729999999997,,,,,,,,,,,3,57631
唐韵大酒店新螺蛳湾店,102.77586,24.942729999999997,,,,,,,,,,,3,65141
博丰精品酒店螺蛳湾店,102.77586,24.942729999999997,,,,,,,,,,,3,66214
中豪·螺蛳湾国际商贸城二期23号门,102.77601999999999,24.943292,,,,,,,,,,,3,69156
中豪·螺蛳湾国际商贸城二期写字楼4栋,102.77586,24.942729999999997,,,,,,,,,,,3,69201
中豪·螺蛳湾国际商贸城二期写字楼5栋,102.77521999999999,24.94268,,,,,,,,,,,3,69500
 ,102.7764464,24.94462973,,,,,,,,,,,3,46801
中豪·螺蛳湾国际商贸城二期20号门,102.776222,24.943098000000003,,,,,,,,,,,3,68350
中豪·螺蛳湾国际商贸城二期26号门,102.776889,24.944248,,,,,,,,,,,3,68709
中豪·螺蛳湾国际商贸城二期25号门,102.776536,24.944026,,,,,,,,,,,3,68710
中豪·螺蛳湾国际商贸城二期24号门,102.776137,24.943742,,,,,,,,,,,3,68711
中豪·螺蛳湾国际商贸城二期21号门,102.776173,24.943157,,,,,,,,,,,3,68712
中豪·螺蛳湾国际商贸城二期21－1号门,102.776122,24.943206,,,,,,,,,,,3,68739
中豪·螺蛳湾国际商贸城二期22号门,102.776076,24.943235,,,,,,,,,,,3,69171
 ,102.7771457,24.94511829,,,,,,,,,,,3,38899
 ,102.7775839,24.94600061,,,,,,,,,,,3,30026
银隆大酒店餐厅,102.77856,24.94516,,,,,,,,,,,3,17747
怡雅阳光连锁酒店餐厅,102.77856,24.94516,,,,,,,,,,,3,18188
昆明谷神大酒店(国际商贸城店),102.779305,24.944248,,,,,,,,,,,2,2673
中国银行ATM,102.77858,24.94417,,,,,,,,,,,3,13539
谷神大酒店（国际商贸城分店）－餐厅,102.7788,24.94456,,,,,,,,,,,3,19076
谷神大酒店（国际商贸城分店）－棋牌室,102.7788,24.94456,,,,,,,,,,,3,52895
谷神大酒店（国际商贸城分店）－温泉,102.7788,24.94456,,,,,,,,,,,3,57797
谷神大酒店（国际商贸城分店）,102.7788,24.94456,,,,,,,,,,,3,67322
中豪·螺蛳湾国际商贸城二期,102.778497,24.943929999999998,,,,,,,,,,,3,68372
中豪·螺蛳湾国际商贸城二期35号门,102.778425,24.944028,,,,,,,,,,,3,68516
中豪·螺蛳湾国际商贸城二期33号门,102.77833299999999,24.944193,,,,,,,,,,,3,68517
中豪·螺蛳湾国际商贸城二期36号门,102.778497,24.943929999999998,,,,,,,,,,,3,68525
中豪·螺蛳湾国际商贸城二期37号门,102.778758,24.943543,,,,,,,,,,,3,68632
中豪·螺蛳湾国际商贸城二期34号门,102.778359,24.94414,,,,,,,,,,,3,68706
中豪·螺蛳湾国际商贸城二期34－1号门,102.77839499999999,24.944077,,,,,,,,,,,3,68847
中豪·螺蛳湾国际商贸城二期36－2号门,102.778674,24.94369,,,,,,,,,,,3,69116
中豪·螺蛳湾国际商贸城二期写字楼7栋,102.7788,24.94456,,,,,,,,,,,3,69723
中豪·螺蛳湾国际商贸城二期写字楼8栋,102.77954,24.94353,,,,,,,,,,,3,69743
