name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
云南省农村信用社ATM,102.72613,25.03536,,,,,,,,,,,3,13720
瀛隆会馆,102.72618,25.03477,,,,,,,,,,,3,20567
富滇银行昆明百大支行,102.72644,25.03679,,,,,,,,,,,3,13251
金格百货汇都,102.7251291,25.03679046,,,,,,,,,,,2,3804
云南中医学院,102.72432,25.03647,,,,,,,,,,,2,4066
云南省地质矿产勘查开发局,102.725734,25.037044,,,,,,,,,,,3,7713
云南中医学院白塔校区,102.725377,25.036183,,,,,,,,,,,3,9451
中国人寿财险昆明市中心支公司,102.72585,25.0364,,,,,,,,,,,3,14093
富滇银行百大支行,102.72585,25.03694,,,,,,,,,,,3,15101
富滇银行ATM,102.72584,25.03688,,,,,,,,,,,3,15102
餐厨艺汇都店,102.72588,25.03622,,,,,,,,,,,3,17887
味千拉面汇都店,102.72588,25.03622,,,,,,,,,,,3,17994
一菜一格汇都店,102.72588,25.03622,,,,,,,,,,,3,19435
集品堂,102.72588,25.03622,,,,,,,,,,,3,21494
彩云外婆桥汇都店,102.72588,25.03622,,,,,,,,,,,3,21582
味道汇都店,102.72588,25.03622,,,,,,,,,,,3,24788
鱼米捞生鱼片海鲜锅,102.72588,25.03622,,,,,,,,,,,3,26270
禾绿回转寿司汇都店,102.72588,25.03622,,,,,,,,,,,3,26287
花积厨汇都店,102.72588,25.03622,,,,,,,,,,,3,27097
Dａｉｒｙ　Qｕｅｅｎ昆明金格汇都店,102.72588,25.03622,,,,,,,,,,,3,27837
找茶,102.72588,25.03622,,,,,,,,,,,3,27838
香港恒记甜品,102.72588,25.03622,,,,,,,,,,,3,28787
 ,102.7251626,25.03667138,,,,,,,,,,,3,30239
 ,102.7252274,25.03666733,,,,,,,,,,,3,32397
 ,102.7250147,25.03667147,,,,,,,,,,,3,38856
 ,102.72504670000001,25.03667345,,,,,,,,,,,3,41237
 ,102.7249718,25.03667048,,,,,,,,,,,3,42864
 ,102.7254422,25.03634022,,,,,,,,,,,3,43319
玛花纤体金格百货汇都店,102.72588,25.03622,,,,,,,,,,,3,54370
金格美容坊,102.72588,25.03622,,,,,,,,,,,3,57696
贝黎诗专业美容,102.72588,25.03622,,,,,,,,,,,3,59450
泰康人寿保险云南分公司,102.72644,25.03679,,,,,,,,,,,3,14772
汇都国际商务中心,102.72727,25.03572,,,,,,,,,,,2,3800
云南省体育局网球运动管理中心,102.727994,25.035647,,,,,,,,,,,3,6803
昆明市盘龙区文物管理所,102.726655,25.035366,,,,,,,,,,,3,7369
昆明市盘龙区环保局,102.726655,25.035366,,,,,,,,,,,3,8376
昆明市规划设计研究院,102.72731,25.03535,,,,,,,,,,,3,9720
锐其外语培训学校,102.726655,25.035366,,,,,,,,,,,3,11357
云南省青少年网球培训中心,102.727994,25.035647,,,,,,,,,,,3,12057
中国平安人寿保险股份有限公司云南分公司昆明区域拓展第一支公司,102.72716,25.03564,,,,,,,,,,,3,13518
中国农业银行ATM,102.72659,25.03564,,,,,,,,,,,3,13567
云南省农村信用社ATM,102.72792,25.03638,,,,,,,,,,,3,14589
中国建设银行ATM,102.72707,25.03566,,,,,,,,,,,3,15498
中国农业银行拓东支行,102.72667,25.03564,,,,,,,,,,,3,15571
云尚品,102.72716,25.03564,,,,,,,,,,,3,18778
大理沙坝鱼村,102.72716,25.03564,,,,,,,,,,,3,18895
汇都·美食汇,102.72716,25.03564,,,,,,,,,,,3,19581
傣丰园,102.72716,25.03564,,,,,,,,,,,3,20149
一颗印老房子状元店,102.72716,25.03564,,,,,,,,,,,3,20150
缘度巴粒西餐厅,102.72716,25.03564,,,,,,,,,,,3,20151
尚义牛菜馆,102.72725,25.03538,,,,,,,,,,,3,20394
金龙园草墩屋,102.72711,25.03537,,,,,,,,,,,3,20395
朱家花园小吃坊NO．1,102.72716,25.03564,,,,,,,,,,,3,22398
鲜芋仙汇都店,102.72682,25.03615,,,,,,,,,,,3,22550
元鼎福快乐美食,102.72716,25.03564,,,,,,,,,,,3,23436
丰味聚小菜馆,102.72716,25.03564,,,,,,,,,,,3,24360
绿首阁西餐厅汇都店,102.72707,25.03611,,,,,,,,,,,3,24583
星港茶餐厅,102.72716,25.03564,,,,,,,,,,,3,26564
芭蕉谷·思茅菜馆汇都店,102.72716,25.03564,,,,,,,,,,,3,26905
宜客,102.72709,25.03617,,,,,,,,,,,3,27202
深山仙株素食主题餐厅,102.72716,25.03564,,,,,,,,,,,3,28468
 ,102.7280219,25.035583499999998,,,,,,,,,,,3,47482
丝宇名妆发型定制汇都店,102.72707,25.03593,,,,,,,,,,,3,53479
圈子酒吧会所,102.72716,25.03564,,,,,,,,,,,3,54335
超越健身,102.72716,25.03564,,,,,,,,,,,3,54492
艾维健身,102.72681999999999,25.036170000000002,,,,,,,,,,,3,58604
云南中医学院老教授协会门诊部,102.726754,25.035364,,,,,,,,,,,3,60583
汇都国际C座B栋,102.72756,25.03596,,,,,,,,,,,3,69241
汇都国际C座A栋,102.72709,25.03604,,,,,,,,,,,3,69245
汇都国际C座,102.72709,25.03604,,,,,,,,,,,3,69809
 ,102.726463,25.03658043,,,,,,,,,,,3,33890
 ,102.7260365,25.03620284,,,,,,,,,,,3,38070
云海蓝天御温泉,102.72644,25.03697,,,,,,,,,,,3,56034
金石广场,102.72644,25.03679,,,,,,,,,,,3,69213
汇都国际,102.72644,25.03679,,,,,,,,,,,3,69495
汇都国际－A座,102.72644,25.03679,,,,,,,,,,,3,69834
真庆文化广场,102.72616,25.0349,,,,,,,,,,,3,57633
万庆塔,102.72576600000001,25.035329,,,,,,,,,,,3,68600
