name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
钟记农家乐,102.63917,25.05194,,,,,,,,,,,3,19002
起点酒吧,102.63862,25.0527,,,,,,,,,,,3,17788
龙华寺,102.63755,25.05309,,,,,,,,,,,2,2958
昭宗小学,102.637366,25.053756,,,,,,,,,,,3,9382
昆明美格幼教,102.637072,25.053535,,,,,,,,,,,3,11378
金昌园,102.63812,25.053,,,,,,,,,,,3,18053
味美鲜自贡梭边鱼新迎店,102.63764,25.05325,,,,,,,,,,,3,22189
贵州盘县黑山羊NO．8,102.63841,25.0528,,,,,,,,,,,3,23558
康灿饭店,102.63832,25.05284,,,,,,,,,,,3,23559
龙华寺,102.637376,25.053224,,,,,,,,,,,3,68820
保山大排饵丝,102.63923,25.05202,,,,,,,,,,,3,18293
昆明康万生科技有限公司,102.63865,25.05298,,,,,,,,,,,3,28216
正宗抚仙湖石锅鱼,102.63872,25.05264,,,,,,,,,,,3,28217
小云小吃馆,102.64012,25.05284,,,,,,,,,,,3,17446
喻香园小吃,102.63989,25.05305,,,,,,,,,,,3,18863
川味刀削面馆,102.63992,25.05307,,,,,,,,,,,3,19745
洽怡香小吃冷饮店,102.64016,25.05288,,,,,,,,,,,3,22312
酸萝卜乌江鱼庄,102.63988,25.05302,,,,,,,,,,,3,22335
红膳香,102.63985,25.05299,,,,,,,,,,,3,24310
城林园,102.6398,25.05256,,,,,,,,,,,3,27198
苍耳小吃,102.63996,25.05271,,,,,,,,,,,3,27607
富源酸菜土猪脚火锅,102.63989,25.05263,,,,,,,,,,,3,28833
红卫动漫,102.63949000000001,25.05266,,,,,,,,,,,3,54567
时尚酷枫,102.63994,25.05311,,,,,,,,,,,3,57031
蓉蓉美发,102.6389,25.05282,,,,,,,,,,,3,55856
浦记休闲餐厅,102.63958,25.05176,,,,,,,,,,,3,19249
醉香居烧烤店,102.63901,25.05168,,,,,,,,,,,3,22854
德宏傣柠檬餐厅,102.63941,25.05144,,,,,,,,,,,3,24975
全福园,102.63881,25.05159,,,,,,,,,,,3,25658
昆明市五华区远方学校,102.6381,25.05067,,,,,,,,,,,2,2956
江湖一盏灯,102.63783,25.0509,,,,,,,,,,,3,19250
丰盛缘饭店,102.63861,25.0514,,,,,,,,,,,3,27233
新感觉形象设计,102.63826999999999,25.051460000000002,,,,,,,,,,,3,52433
丽缘形象设计,102.63823000000001,25.05141,,,,,,,,,,,3,57100
千发万丝烫染造型,102.63818,25.05135,,,,,,,,,,,3,59626
森林湖社区卫生站,102.637665,25.050688,,,,,,,,,,,3,64019
紫云招待所,102.63748000000001,25.05046,,,,,,,,,,,3,65000
福云招待所,102.63829,25.051479999999998,,,,,,,,,,,3,65001
佳乐招待所,102.63843,25.05125,,,,,,,,,,,3,68018
宏达招待所,102.63851,25.05133,,,,,,,,,,,3,68184
宜香缘饭店,102.63907,25.05164,,,,,,,,,,,3,28395
唯美形象设计,102.63914,25.05185,,,,,,,,,,,3,55417
为民休闲娱乐园,102.63958000000001,25.05176,,,,,,,,,,,3,55840
熙泉庄园,102.63975,25.0515,,,,,,,,,,,3,59625
为民招待所,102.63958000000001,25.05176,,,,,,,,,,,3,65179
