name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
香波招待所,102.73591,25.10342,,,,,,,,,,,3,66002
毛驴馆肠旺米线红园店,102.73503,25.10299,,,,,,,,,,,3,20320
威信酸菜猪脚,102.73461,25.10382,,,,,,,,,,,3,17575
华泰保险专属代理,102.73372,25.10433,,,,,,,,,,,3,16053
学大教育,102.733081,25.103572,,,,,,,,,,,3,10177
北仓园丁小区,102.73387,25.10263,,,,,,,,,,,2,5662
福润肥牛（北仓园丁店） 北仓园丁店,102.7335,25.102114,,,,,,,,,,,2,5671
中国建设银行昆明和谐世纪支行,102.73323,25.1029,,,,,,,,,,,3,12917
中国工商银行ATM,102.73338,25.10331,,,,,,,,,,,3,12960
中国工商银行昆明金源支行,102.73342,25.10338,,,,,,,,,,,3,13368
中国邮政储蓄银行ATM,102.73363,25.10265,,,,,,,,,,,3,13453
中国农业银行ATM,102.73319,25.10276,,,,,,,,,,,3,13670
中国农业银行昆明和谐支行,102.73315,25.10268,,,,,,,,,,,3,13671
中国建设银行ATM,102.73323,25.10296,,,,,,,,,,,3,15999
中国邮政储蓄银行昆明盘龙区银河大道支行,102.73365,25.10272,,,,,,,,,,,3,16037
老舅烧烤,102.73377,25.10221,,,,,,,,,,,3,17739
润祥釜·福润肥牛城银河大道总店,102.73348,25.10214,,,,,,,,,,,3,18020
千椒百味火锅新天地昆明店,102.7332,25.10282,,,,,,,,,,,3,18822
阿琛冷饮店,102.73379,25.1032,,,,,,,,,,,3,20403
赛纳左岸西餐咖啡昆明店,102.7332,25.10282,,,,,,,,,,,3,20442
带皮小黄牛米线和谐店,102.73407,25.10324,,,,,,,,,,,3,22692
99街区ktv,102.73273,25.10133,,,,,,,,,,,2,5656
纳禾春,102.73334,25.10185,,,,,,,,,,,2,5665
纳禾春汉傣文化餐厅,102.73338,25.101835,,,,,,,,,,,2,5667
交通银行ATM,102.73331,25.10165,,,,,,,,,,,3,14117
交通银行昆明银河支行,102.73328,25.10158,,,,,,,,,,,3,14802
纳禾春汉傣文化餐厅,102.73337,25.10185,,,,,,,,,,,3,19517
思景缘,102.73342,25.10196,,,,,,,,,,,3,25921
柳记农家园,102.73335,25.10176,,,,,,,,,,,3,26392
和谐广场,102.73284,25.1019,,,,,,,,,,,3,69719
 ,102.7342197,25.10242916,,,,,,,,,,,3,29623
 ,102.7335296,25.10315046,,,,,,,,,,,3,29780
 ,102.7341738,25.10257217,,,,,,,,,,,3,31642
 ,102.733911,25.10301123,,,,,,,,,,,3,31657
 ,102.7337092,25.10308737,,,,,,,,,,,3,40546
 ,102.7332808,25.10319357,,,,,,,,,,,3,43938
 ,102.7338192,25.10300331,,,,,,,,,,,3,47486
 ,102.73401199999999,25.10290922,,,,,,,,,,,3,51012
和谐广场,102.73295999999999,25.1023,,,,,,,,,,,3,53820
足顺堂养生会所,102.73331,25.103170000000002,,,,,,,,,,,3,54078
金典KTV,102.73334,25.10325,,,,,,,,,,,3,54967
