name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
 ,102.7625056,24.95674967,,,,,,,,,,,3,31823
个旧老华侨烧烤,102.763367,24.957425,,,,,,,,,,,2,2657
华泰保险,102.7633,24.95725,,,,,,,,,,,3,13687
年安保险超市五环锋尚服务部,102.76293,24.9576,,,,,,,,,,,3,14928
 ,102.7625976,24.95696976,,,,,,,,,,,3,29142
 ,102.7630168,24.95732909,,,,,,,,,,,3,31621
 ,102.7630609,24.95775911,,,,,,,,,,,3,33117
 ,102.76285179999999,24.95753996,,,,,,,,,,,3,38769
 ,102.76325600000001,24.95791026,,,,,,,,,,,3,44444
 ,102.76291979999999,24.95762303,,,,,,,,,,,3,45325
 ,102.76293079999999,24.95725101,,,,,,,,,,,3,45503
 ,102.76312990000001,24.957813199999997,,,,,,,,,,,3,46701
邻家小厨,102.76172,24.95574,,,,,,,,,,,3,17212
官渡中心学校,102.760445,24.956508,,,,,,,,,,,3,9838
官渡社区丽华兰幼儿园,102.758807,24.95681,,,,,,,,,,,3,9652
官渡农村合作银行ATM,102.75953,24.95653,,,,,,,,,,,3,14319
昆明官渡农村合作银行先锋支行官渡分理处,102.75944,24.95648,,,,,,,,,,,3,16051
薰衣草奶茶,102.75788,24.95693,,,,,,,,,,,3,17672
金刚塔,102.7581,24.95584,,,,,,,,,,,2,2219
官渡古镇,102.75811,24.95585,,,,,,,,,,,2,2220
妙湛寺双塔,102.75809,24.95584,,,,,,,,,,,2,2221
官渡三宝,102.758377,24.95558,,,,,,,,,,,2,2717
眼镜粑粑,102.757969,24.955484,,,,,,,,,,,2,2752
瑞丽金锅贴,102.757969,24.955484,,,,,,,,,,,2,2791
螺峰酒馆,102.75853,24.95583,,,,,,,,,,,3,17490
阳光烧烤,102.75871,24.95596,,,,,,,,,,,3,18042
螺峰金园饭店,102.75834,24.95572,,,,,,,,,,,3,21547
官渡人家,102.75799,24.95552,,,,,,,,,,,3,23049
重庆啵啵面,102.75801,24.95546,,,,,,,,,,,3,23055
云县土鸡卤肉,102.7582,24.95561,,,,,,,,,,,3,23909
自贡饭店,102.75865,24.95591,,,,,,,,,,,3,26486
顺博饭店,102.75861,24.95588,,,,,,,,,,,3,27600
老炊锅,102.75758,24.95653,,,,,,,,,,,3,27688
宇宙寓言5D体验厅,102.75755,24.956570000000003,,,,,,,,,,,3,55226
祥和大药房中西药店,102.757754,24.955463,,,,,,,,,,,3,61247
仙鹤堂,102.75744,24.956016,,,,,,,,,,,3,62016
官渡社区卫生服务中心,102.758638,24.955234,,,,,,,,,,,3,64531
常来客栈,102.7583,24.955679999999997,,,,,,,,,,,3,65299
红源招待所,102.75846,24.95577,,,,,,,,,,,3,65362
合理招待所,102.75834,24.95572,,,,,,,,,,,3,66746
宝象坊,102.757755,24.955285,,,,,,,,,,,3,68794
官渡古镇,102.757997,24.955547,,,,,,,,,,,3,68980
官渡古镇东门,102.757997,24.955547,,,,,,,,,,,3,69069
正宗富源酸菜猪脚火锅,102.75959,24.95659,,,,,,,,,,,3,18906
川云酸萝卜乌江鱼庄,102.75908,24.95647,,,,,,,,,,,3,18932
溢味香饭店,102.75909,24.95624,,,,,,,,,,,3,21100
余妈妈,102.75902,24.95662,,,,,,,,,,,3,23024
嘉顺干锅旱鸭NO．6,102.7597,24.95665,,,,,,,,,,,3,25139
女人美容馆,102.75841,24.95731,,,,,,,,,,,3,57799
佳剪发美业连锁机构品牌形象店,102.75869,24.95747,,,,,,,,,,,3,57908
SE　NO．3,102.759,24.95743,,,,,,,,,,,3,58635
顶尚造型,102.75885,24.95721,,,,,,,,,,,3,58636
张波口腔诊所,102.758994,24.957363,,,,,,,,,,,3,61068
福春堂药店,102.759788,24.956726,,,,,,,,,,,3,61881
古镇咖啡,102.75829,24.95837,,,,,,,,,,,2,2337
茶物语,102.75875,24.95793,,,,,,,,,,,3,17488
古镇一家罐罐菜古镇NO．3,102.75797,24.95838,,,,,,,,,,,3,17832
正宗昭通酸菜猪脚火锅,102.75764,24.95884,,,,,,,,,,,3,20008
鸿福缘,102.75791,24.95847,,,,,,,,,,,3,21705
避风塘官渡古镇店,102.75826,24.95756,,,,,,,,,,,3,25716
爱客汉堡,102.75881,24.9583,,,,,,,,,,,3,26513
 ,102.7577786,24.95847213,,,,,,,,,,,3,31475
 ,102.75873929999999,24.95825231,,,,,,,,,,,3,43168
秀足空间,102.7582,24.9581,,,,,,,,,,,3,52950
古镇台球室,102.75874,24.95826,,,,,,,,,,,3,53608
风向标美业中心,102.75818000000001,24.95851,,,,,,,,,,,3,53767
奇罐减肥,102.75881,24.9583,,,,,,,,,,,3,55225
新丝露,102.75862,24.95815,,,,,,,,,,,3,56056
发艺造型,102.75771,24.9587,,,,,,,,,,,3,57315
名人形象设计NO．5,102.75783,24.95855,,,,,,,,,,,3,58294
尚品形象,102.75804000000001,24.9587,,,,,,,,,,,3,58808
