name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
古镇山珍茗楼,102.66155,24.98469,,,,,,,,,,,3,28940
滇池观景大堤,102.660499,24.984897,,,,,,,,,,,2,1797
西贡码头,102.661125,24.985759,,,,,,,,,,,2,1090
西贡码头公交站,102.66053,24.98527,,,,,,,,,,,2,1151
昌元酒楼(旺角海鲜酒楼西北),102.661,24.98521,,,,,,,,,,,2,1276
中国建设银行滇池国家旅游度假区支行,102.66163,24.98513,,,,,,,,,,,2,1279
八号码头,102.66164,24.98638,,,,,,,,,,,2,1857
快乐海鲜酒楼(度假区城管监察大队西南),102.660443,24.986402,,,,,,,,,,,2,1909
中国建设银行滇池国家旅游度假区支行,102.66156,24.98504,,,,,,,,,,,3,13488
中国建设银行ATM,102.6617,24.98508,,,,,,,,,,,3,15052
八号码头酒楼,102.66139,24.98662,,,,,,,,,,,3,17443
快乐海鲜酒楼,102.66068,24.98613,,,,,,,,,,,3,17865
今日旺角酒楼,102.66126,24.98497,,,,,,,,,,,3,19273
昌元酒楼,102.66089,24.98513,,,,,,,,,,,3,19902
西贡码头精品美食街,102.66138,24.98541,,,,,,,,,,,3,28644
老房子水墨青花川菜食府,102.66049,24.98489,,,,,,,,,,,2,1855
MetisNobleReception,102.6609,24.98373,,,,,,,,,,,2,1442
云南安泰,102.65982,24.98357,,,,,,,,,,,2,1312
云南天怡建筑设计有限公司,102.65974,24.98356,,,,,,,,,,,2,1456
金达莱朝鲜餐厅,102.65867,24.98406,,,,,,,,,,,2,1086
怡得滇池风景餐厅,102.65934,24.98367,,,,,,,,,,,2,1495
昆明滇池国家旅游度假区政务服务中心,102.659434,24.983822,,,,,,,,,,,3,5980
昆明滇池国家旅游度假区城管局,102.659489,24.983759,,,,,,,,,,,3,8012
老房子水墨·青花川菜食府,102.65785,24.98438,,,,,,,,,,,3,22816
御宴庭,102.6581,24.98443,,,,,,,,,,,3,25321
金达莱朝鲜餐厅,102.65897,24.98418,,,,,,,,,,,3,27259
间庭会馆X·T　CLUB,102.65915,24.98374,,,,,,,,,,,3,59083
新西贡码头,102.660314,24.983688,,,,,,,,,,,2,1882
澳门豆捞(西贡码头店),102.65985,24.984247,,,,,,,,,,,2,4443
昆明滇池国家旅游度假区建设局,102.660231,24.983495,,,,,,,,,,,3,6650
昆明滇池国家旅游度假区环境局,102.660231,24.983495,,,,,,,,,,,3,6651
昆明滇池国家旅游度假区房产局,102.660461,24.983289,,,,,,,,,,,3,6787
昆明滇池国家旅游度假区海梗街道管理处,102.660231,24.983495,,,,,,,,,,,3,7441
昆明滇池国家旅游度假区地方事务管理局,102.660231,24.983495,,,,,,,,,,,3,7942
昆明市国土局度假区分局,102.660231,24.983495,,,,,,,,,,,3,8029
昆明市规划局度假区分局,102.660231,24.983495,,,,,,,,,,,3,8925
昆明滇池国家旅游度假区劳动局,102.660231,24.983495,,,,,,,,,,,3,9037
中国·城市建设研究院云南分院,102.66074,24.983622,,,,,,,,,,,3,9193
农村信用社ATM,102.66017,24.98353,,,,,,,,,,,3,13980
韵味园,102.66043,24.98421,,,,,,,,,,,3,17697
桔舒园,102.66052,24.98398,,,,,,,,,,,3,17996
澳门豆捞,102.65985,24.98425,,,,,,,,,,,3,19016
喜宴咖啡越南菜,102.66067,24.98352,,,,,,,,,,,3,27383
新西贡码头,102.66031,24.98387,,,,,,,,,,,3,28510
素灵健康养疗会所,102.65961,24.98316,,,,,,,,,,,3,51996
滇池旅游度假区海埂街道管理处法治学校,102.661057,24.984527,,,,,,,,,,,3,10385
膳道会,102.66137,24.98445,,,,,,,,,,,3,24793
海彼商务KTV,102.66103000000001,24.98398,,,,,,,,,,,3,53414
梵医门养生会所,102.6605,24.98425,,,,,,,,,,,3,58195
老北京,102.66092,24.98482,,,,,,,,,,,3,18089
大黔门食府,102.66034,24.98449,,,,,,,,,,,3,19306
瑞祥酒楼西贡码头店,102.65974,24.98464,,,,,,,,,,,3,21704
伊品盛宴,102.66071,24.98472,,,,,,,,,,,3,26186
健之佳健康药房NO．154,102.65957,24.984593,,,,,,,,,,,3,62793
