name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
云南师范大学五华区实验中学(学府,102.68849,25.0637,,,,,,,,,,,2,2580
昆明冶金高等专科学校,102.68937,25.06424,,,,,,,,,,,2,2476
马克酒馆,102.68934,25.06402,,,,,,,,,,,2,2579
昆明冶金高等专科学校南门,102.689358,25.064241,,,,,,,,,,,3,9574
富滇银行ATM,102.68956,25.06439,,,,,,,,,,,3,14199
中国农业银行ATM,102.6891,25.06441,,,,,,,,,,,3,15777
 ,102.6897775,25.06486788,,,,,,,,,,,3,34481
 ,102.6898754,25.06486473,,,,,,,,,,,3,42305
 ,102.6897178,25.06486199,,,,,,,,,,,3,43411
蔬香阁,102.68913,25.064770000000003,,,,,,,,,,,3,52981
昆明冶金高等专科学校－田径场,102.68913,25.064770000000003,,,,,,,,,,,3,58096
小瑞野菜馆,102.6872,25.06352,,,,,,,,,,,2,2313
小村庄,102.68743,25.06316,,,,,,,,,,,2,2417
万科·学府,102.687643,25.063812,,,,,,,,,,,2,2663
昆明冶金高等专科学校西北门,102.686979,25.064282,,,,,,,,,,,3,10688
学府加油站,102.686814,25.064314,,,,,,,,,,,3,16574
岩文小吃店,102.68646,25.06397,,,,,,,,,,,3,16844
蒸味园学府店,102.6864,25.06399,,,,,,,,,,,3,16942
味香园小吃,102.68651,25.06396,,,,,,,,,,,3,18305
媛媛饺子店,102.68675,25.06395,,,,,,,,,,,3,18374
瑞鑫苑,102.6874,25.06336,,,,,,,,,,,3,18644
阳半坡汤锅王食府,102.68757,25.06312,,,,,,,,,,,3,20850
昊颖花溪清汤鹅,102.68692,25.06393,,,,,,,,,,,3,21000
杨林酸菜鱼餐厅,102.68747,25.06431,,,,,,,,,,,3,23179
香米农家菜,102.68714,25.06377,,,,,,,,,,,3,23188
巧味卤面馆,102.68656,25.06396,,,,,,,,,,,3,23384
青和小锅米线,102.68662,25.06395,,,,,,,,,,,3,25221
蜀妙香小吃,102.68668,25.06395,,,,,,,,,,,3,25272
抚仙湖石锅鱼,102.68736,25.06343,,,,,,,,,,,3,25730
潘氏家常菜馆,102.68719,25.06369,,,,,,,,,,,3,25934
老三家曲靖蒸饵丝学府路店,102.68707,25.0639,,,,,,,,,,,3,26177
老字号晓村庄农家菜,102.68749,25.06324,,,,,,,,,,,3,26213
富源酸汤猪脚晓村庄饭庄,102.68757,25.06312,,,,,,,,,,,3,26546
袁记宣威菜馆NO．3,102.68723,25.06362,,,,,,,,,,,3,27480
老普洱地道菜,102.68726,25.06358,,,,,,,,,,,3,27944
云桥园正宗蒙自过桥米线学府路分店,102.687,25.06394,,,,,,,,,,,3,28069
傣家寨小瑞野菜馆,102.6873,25.06353,,,,,,,,,,,3,28327
 ,102.6874899,25.06432779,,,,,,,,,,,3,38266
艳松缘美发店,102.68736,25.06429,,,,,,,,,,,3,55422
恒然网吧,102.6871,25.06384,,,,,,,,,,,3,58278
鑫盛宾馆,102.68683,25.06394,,,,,,,,,,,3,64941
昆明冶金高等专科学校招待所,102.68717,25.064339999999998,,,,,,,,,,,3,67539
