5991,9301
6684,9994
5953,9263
433,38175
7015,10325
4668,7978
447,38189
287,38029
6898,10208
5328,8638
7781,11091
4776,8086
313,38055
4964,8274
4823,8133
6105,9415
4800,8110
5289,8599
4782,8092
5171,8481
7780,11090
5630,8940
5129,8439
5631,8941
7021,10331
7022,10332
7732,11042
7874,11184
7875,11185
6423,9733
7296,10606
424,38166
253,37995
403,38145
185,37927
227,37969
6514,9824
5437,8747
5219,8529
5274,8584
7336,10646
7337,10647
5438,8748
6285,9595
6286,9596
7338,10648
7877,11187
7878,11188
7429,10739
6780,10090
508,38250
7423,10733
7639,10949
98,37840
266,2622
5491,8801
6239,9549
7347,10657
5844,9154
6475,9785
7308,10618
77,37819
6317,9627
5177,8487
5178,8488
6207,9517
6462,9772
7421,10731
7563,10873
7585,10895
176,37918
5635,8945
7586,10896
5745,9055
6192,9502
6456,9766
7869,11179
6041,9351
5565,8875
7224,10534
7465,10775
5674,8984
6756,10066
7211,10521
4767,8077
106,37848
353,38095
6968,10278
7592,10902
7573,10883
503,38245
514,38256
54,37796
4742,8052
6910,10220
7089,10399
6977,10287
6134,9444
412,38154
7148,10458
4756,8066
7591,10901
7910,11220
5719,9029
5471,8781
7030,10340
7763,11073
7914,11224
5595,8905
5856,9166
5535,8845
7339,10649
7537,10847
6635,9945
94,37836
5360,8670
5591,8901
6711,10021
4974,8284
6358,9668
6094,9404
5045,8355
4987,8297
5006,8316
5005,8315
5051,8361
5044,8354
4986,8296
6786,10096
4973,8283
6106,9416
7379,10689
5534,8844
5681,8991
5777,9087
5726,9036
5763,9073
5765,9075
7637,10947
7638,10948
5764,9074
5445,8755
7812,11122
5855,9165
7223,10533
5450,8760
7130,10440
5145,8455
6908,10218
6068,9378
6069,9379
6098,9408
7118,10428
6157,9467
6785,10095
5049,8359
4755,8065
277,38019
5343,8653
4741,8051
69,37811
6024,9334
513,38255
7622,10932
5995,9305
7444,10754
7440,10750
4768,8078
25,37767
5435,8745
5280,8590
6444,9754
6546,9856
6637,9947
417,38159
5600,8910
5678,8988
7821,11131
51,37793
5152,8462
325,38067
7286,10596
5195,8505
7162,10472
7540,10850
5888,9198
7538,10848
7539,10849
74,37816
5349,8659
5329,8639
6577,9887
6890,10200
7038,10348
7141,10451
7755,11065
97,37839
6731,10041
5267,8577
5269,8579
404,38146
6080,9390
5163,8473
5373,8683
5374,8684
5420,8730
453,38195
5421,8731
6481,9791
7597,10907
6081,9391
345,38087
5613,8923
5852,9162
6236,9546
6707,10017
5226,8536
5354,8664
6292,9602
6355,9665
6570,9880
7441,10751
7915,11225
7916,11226
5720,9030
425,38167
4780,8090
6142,9452
6793,10103
5301,8611
4798,8108
4815,8125
5385,8695
6159,9469
7528,10838
6336,9646
7283,10593
5785,9095
7669,10979
4817,8127
6715,10025
6303,9613
6938,10248
7043,10353
7042,10352
369,38111
300,38042
6435,9745
5200,8510
5201,8511
7212,10522
7719,11029
7720,11030
6450,9760
6563,9873
6564,9874
6565,9875
6986,10296
6987,10297
5477,8787
6940,10250
5161,8471
6263,9573
5214,8524
7949,11259
328,38070
272,38014
13162,17181
5962,9272
5485,8795
374,38116
5782,9092
6072,9382
6879,10189
7723,11033
4937,8247
5288,8598
5412,8722
5704,9014
6755,10065
6726,10036
6067,9377
4783,8093
4801,8111
4678,7988
6771,10081
5895,9205
5167,8477
5166,8476
5169,8479
5372,8682
5971,9281
6327,9637
6364,9674
6545,9855
6672,9982
7257,10567
7333,10643
7690,11000
7691,11001
6824,10134
414,38156
428,38170
5380,8690
5381,8691
5371,8681
5799,9109
5892,9202
5952,9262
6003,9313
6670,9980
6671,9981
6747,10057
7595,10905
7634,10944
7787,11097
7843,11153
7844,11154
6086,9396
6798,10108
7061,10371
7331,10641
7332,10642
7596,10906
7697,11007
6178,9488
6302,9612
7238,10548
5352,8662
506,38248
78,37820
7170,10480
7294,10604
5992,9302
5241,8551
6361,9671
6511,9821
6512,9822
7581,10891
321,38063
335,38077
100,37842
6499,9809
5687,8997
6875,10185
7367,10677
7400,10710
7558,10868
7814,11124
7815,11125
5278,8588
6876,10186
7605,10915
6187,9497
392,38134
472,38214
347,38089
21,37763
6326,9636
7826,11136
7827,11137
5848,9158
7701,11011
5718,9028
7892,11202
5233,8543
5504,8814
441,38183
6763,10073
7913,11223
6722,10032
6073,9383
5292,8602
5459,8769
6376,9686
6377,9687
168,37910
5364,8674
7269,10579
378,38120
6522,9832
7046,10356
7807,11117
7635,10945
7023,10333
6272,9582
6261,9571
6196,9506
6494,9804
6679,9989
6124,9434
7746,11056
5347,8657
5382,8692
7842,11152
5807,9117
4721,8031
4884,8194
6724,10034
418,38160
510,38252
498,38240
7344,10654
6815,10125
6542,9852
6053,9363
489,38231
81,37823
4739,8049
7619,10929
7665,10975
6569,9879
6391,9701
6647,9957
7446,10756
7512,10822
410,38152
5021,8331
481,38223
5103,8413
7524,10834
7547,10857
6131,9441
6132,9442
5089,8399
5048,8358
7625,10935
5007,8317
4988,8298
5042,8352
4989,8299
5043,8353
5050,8360
5008,8318
7129,10439
5357,8667
5589,8899
4829,8139
5090,8400
6117,9427
5549,8859
250,37992
7609,10919
180,37922
5250,8560
5393,8703
7054,10364
6205,9515
6155,9465
7888,11198
5020,8330
7113,10423
490,38232
4740,8050
76,37818
5411,8721
4753,8063
500,38242
7652,10962
4722,8032
511,38253
6767,10077
6848,10158
7641,10951
5941,9251
3,37745
5871,9181
5375,8685
306,38048
7161,10471
5252,8562
5507,8817
6030,9340
7519,10829
188,37930
7922,11232
6330,9640
6530,9840
5313,8623
5556,8866
6329,9639
7797,11107
80,37822
5492,8802
5864,9174
393,38135
476,38218
336,38078
5948,9258
6649,9959
7899,11209
6734,10044
103,37845
6939,10249
5303,8613
7541,10851
323,38065
302,38044
5189,8499
27589,28650
6258,9568
7584,10894
211,37953
5172,8482
7222,10532
6033,9343
7307,10617
6107,9417
7059,10369
7225,10535
7391,10701
7676,10986
7791,11101
5909,9219
6235,9545
6402,9712
5688,8998
5916,9226
7603,10913
6775,10085
5236,8546
7184,10494
6362,9672
1105,30366
7662,10972
406,38148
5256,8566
6943,10253
4683,7993
4802,8112
6200,9510
6615,9925
4785,8095
5277,8587
5531,8841
5276,8586
5532,8842
5337,8647
5634,8944
7034,10344
7151,10461
4810,8120
456,38198
5819,9129
7036,10346
467,38209
7476,10786
7479,10789
5215,8525
7526,10836
5825,9135
6177,9487
6380,9690
7762,11072
5461,8771
6425,9735
6783,10093
5388,8698
6019,9329
146,37888
6020,9330
7924,11234
6740,10050
7033,10343
442,38184
4789,8099
4791,8101
6830,10140
4795,8105
4825,8135
5261,8571
6814,10124
11,37753
6932,10242
4892,8202
422,38164
6919,10229
6212,9522
6460,9770
6604,9914
5401,8711
6741,10051
7543,10853
400,38142
6064,9374
6409,9719
5130,8440
5153,8463
7008,10318
7104,10414
7529,10839
6520,9830
6697,10007
6915,10225
7265,10575
502,38244
6426,9736
5779,9089
431,38173
370,38112
318,38060
505,38247
7472,10782
5691,9001
6001,9311
6079,9389
6608,9918
6078,9388
5961,9271
6077,9387
6477,9787
7326,10636
7302,10612
6646,9956
6739,10049
7281,10591
5645,8955
6075,9385
6076,9386
7310,10620
5612,8922
6007,9317
6342,9652
5490,8800
6054,9364
6406,9716
6839,10149
5179,8489
269,38011
5889,9199
6789,10099
14,37756
120,37862
2,37744
4838,8148
6858,10168
5685,8995
228,37970
5361,8671
462,38204
4750,8060
7068,10378
39,37781
4744,8054
7069,10379
7085,10395
5146,8456
4738,8048
5727,9037
495,38237
5324,8634
52,37794
6467,9777
7670,10980
5222,8532
5836,9146
7623,10933
5035,8345
5003,8313
5055,8365
6025,9335
5039,8349
4995,8305
6964,10274
284,38026
6806,10116
5077,8387
7079,10389
5310,8620
5496,8806
5673,8983
7078,10388
5912,9222
352,38094
5075,8385
5038,8348
4993,8303
5002,8312
35,37777
5053,8363
43,37785
5823,9133
5037,8347
7809,11119
6164,9474
6211,9521
457,38199
5676,8986
5930,9240
7657,10967
491,38233
5770,9080
4912,8222
7689,10999
7707,11017
4743,8053
53,37795
7203,10513
5679,8989
5778,9088
4749,8059
5832,9142
4,37746
6443,9753
5724,9034
5771,9081
5857,9167
6718,10028
5578,8888
5584,8894
7500,10810
380,38122
4663,7973
324,38066
5285,8595
15,37757
4688,7998
7081,10391
7574,10884
6314,9624
5709,9019
7267,10577
7268,10578
310,38052
426,38168
96,37838
339,38081
316,38058
7299,10609
7663,10973
6484,9794
7334,10644
88,37830
7442,10752
368,38110
4724,8034
5351,8661
6360,9670
7258,10568
4662,7972
6961,10271
6864,10174
7357,10667
7105,10415
432,38174
401,38143
7093,10403
5614,8924
5901,9211
6176,9486
6427,9737
6702,10012
7303,10613
7304,10614
7397,10707
7481,10791
478,38220
7205,10515
7847,11157
6556,9866
5194,8504
6706,10016
7475,10785
477,38219
391,38133
6595,9905
6629,9939
7650,10960
6948,10258
6949,10259
4824,8134
6982,10292
7014,10324
138,37880
6983,10293
5573,8883
7063,10373
4794,8104
4784,8094
4788,8098
6743,10053
5428,8738
5464,8774
6648,9958
6109,9419
6108,9418
6160,9470
6497,9807
7448,10758
6498,9808
4684,7994
5754,9064
5755,9065
7396,10706
