440,1318
9990,17437
116,41995
7681,15128
9408,16855
550,42429
153,42032
9020,16467
6964,14411
284,42163
6806,14253
10201,17648
5053,12500
5218,12665
7495,14942
10534,17981
10787,18234
10788,18235
11409,18856
542,42421
1130,43009
1091,42970
7086,14533
7482,14929
5883,13330
5882,13329
6985,14432
7342,14789
9594,17041
10013,17460
503,42382
5991,13438
6684,14131
8505,15952
11191,18638
83,41962
733,42612
495,42374
7217,14664
7480,14927
6510,13957
8812,16259
5330,12777
4746,12193
5638,13085
7498,14945
6509,13956
7499,14946
9492,16939
5026,12473
1109,42988
10016,17463
535,42414
8548,15995
9789,17236
7093,14540
5614,13061
5901,13348
6176,13623
6427,13874
6702,14149
7303,14750
7304,14751
7397,14844
7481,14928
8863,16310
9647,17094
9706,17153
9710,17157
10758,18205
11098,18545
11472,18919
478,42357
7205,14652
7847,15294
8048,15495
8723,16170
8867,16314
9418,16865
9791,17238
9475,16922
11219,18666
9688,17135
11508,18955
163,42042
790,42669
10258,17705
8969,16416
10871,18318
6080,13527
5163,12610
5373,12820
5374,12821
5420,12867
453,42332
5421,12868
6481,13928
7597,15044
8004,15451
9816,17263
10208,17655
6081,13528
345,42224
5613,13060
5852,13299
6236,13683
8002,15449
8022,15469
8245,15692
8248,15695
9817,17264
10211,17658
11259,18706
11507,18954
11733,19180
11862,19309
9841,17288
5694,13141
6405,13852
631,42510
5402,12849
8430,15877
9564,17011
11899,19346
9838,17285
5794,13241
7502,14949
11468,18915
9871,17318
9872,17319
11626,19073
105,41984
96,41975
9082,16529
9056,16503
5313,12760
5556,13003
6329,13776
7797,15244
8068,15515
8148,15595
8167,15614
8168,15615
9151,16598
10441,17888
10661,18108
10662,18109
11045,18492
11258,18705
8003,15450
6330,13777
6530,13977
10468,17915
9515,16962
10229,17676
10663,18110
329,42208
509,42388
10143,17590
10144,17591
10145,17592
8643,16090
11021,18468
592,42471
411,42290
408,42287
6856,14303
6151,13598
1011,42890
836,42715
5408,12855
6334,13781
6720,14167
6913,14360
7453,14900
7454,14901
7772,15219
7773,15220
7831,15278
7853,15300
8977,16424
9293,16740
9294,16741
9478,16925
10322,17769
10977,18424
11012,18459
11304,18751
11454,18901
11919,19366
12009,19456
12010,19457
7299,14746
8202,15649
7663,15110
10011,17458
6484,13931
8112,15559
7334,14781
9254,16701
9255,16702
7630,15077
12064,19511
506,42385
7905,15352
8956,16403
11287,18734
40,41919
6878,14325
5307,12754
5063,12510
1027,42906
5107,12554
251,42130
970,42849
9316,16763
8926,16373
10390,17837
5833,13280
5079,12526
9728,17175
5065,12512
6663,14110
8052,15499
8115,15562
11349,18796
5679,13126
5778,13225
10916,18363
5072,12519
6442,13889
6992,14439
6013,13460
4727,12174
7908,15355
6832,14279
6834,14281
7653,15100
7792,15239
11929,19376
9249,16696
6358,13805
8155,15602
8156,15603
8567,16014
10109,17556
10110,17557
10756,18203
131,42010
12004,19451
10590,18037
10187,17634
5984,13431
4725,12172
8181,15628
5308,12755
7116,14563
7117,14564
7160,14607
8329,15776
