9355,22122
16252,29019
16392,29159
1622,48821
1185,48384
1621,48820
8578,21345
10489,23256
10627,23394
5443,18210
12947,25714
14642,27409
339,47538
5534,18301
5681,18448
7991,20758
8844,21611
13027,25794
13323,26090
16090,28857
8681,21448
9834,22601
9835,22602
1520,48719
1285,48484
6014,18781
109,47308
7249,20016
13256,26023
17322,30089
17394,30161
15396,28163
7245,20012
9149,21916
14594,27361
782,47981
7536,20303
13569,26336
1716,48915
16713,29480
647,47846
8808,21575
8566,21333
5385,18152
6159,18926
7528,20295
8508,21275
11217,23984
11218,23985
13060,25827
1336,48535
14063,26830
13767,26534
10274,23041
16160,28927
10659,23426
11682,24449
254,47453
691,47890
7717,20484
11870,24637
1323,48522
862,48061
5813,18580
6097,18864
8822,21589
11138,23905
9758,22525
9829,22596
9849,22616
9879,22646
13788,26555
14746,27513
1807,49006
15330,28097
10359,23126
10729,23496
14758,27525
9997,22764
9655,22422
246,47445
14336,27103
10586,23353
6629,19396
7650,20417
9244,22011
10599,23366
12579,25346
15623,28390
16170,28937
11723,24490
11728,24495
14810,27577
1965,49164
16620,29387
1756,48955
16184,28951
6191,18958
6845,19612
17058,29825
1722,48921
16701,29468
15637,28404
11415,24182
11525,24292
7012,19779
5954,18721
6687,19454
8504,21271
9698,22465
10103,22870
10104,22871
10880,23647
11447,24214
11448,24215
11449,24216
12105,24872
12168,24935
12169,24936
12170,24937
12472,25239
12597,25364
13148,25915
13149,25916
13150,25917
13817,26584
14537,27304
15640,28407
15949,28716
16086,28853
10434,23201
11446,24213
11450,24217
11725,24492
12471,25238
13362,26129
13363,26130
15541,28308
16267,29034
16748,29515
13077,25844
11287,24054
40,47239
6878,19645
13350,26117
5087,17854
15741,28508
7460,20227
9505,22272
13158,25925
15161,27928
5065,17832
17086,29853
17196,29963
697,47896
1067,48266
9078,21845
6212,18979
6460,19227
10628,23395
12643,25410
5401,18168
6919,19686
8902,21669
11583,24350
15851,28618
15852,28619
16265,29032
16272,29039
6741,19508
7543,20310
12057,24824
16635,29402
16710,29477
10731,23498
11496,24263
16943,29710
8903,21670
1697,48896
6604,19371
6918,19685
8654,21421
9154,21921
11582,24349
13223,25990
15512,28279
6321,19088
7163,19930
7282,20049
10365,23132
16140,28907
14302,27069
15657,28424
12054,24821
8745,21512
11720,24487
13676,26443
13716,26483
13717,26484
9392,22159
322,47521
12602,25369
16269,29036
16369,29136
5586,18353
10038,22805
13787,26554
13953,26720
13990,26757
15193,27960
15658,28425
16177,28944
16599,29366
13632,26399
4839,17606
13746,26513
5120,17887
631,47830
5402,18169
8430,21197
9564,22331
11899,24666
13262,26029
13272,26039
9838,22605
5794,18561
7502,20269
12911,25678
13529,26296
11468,24235
15207,27974
9871,22638
9872,22639
11626,24393
15212,27979
15616,28383
17235,30002
17236,30003
17237,30004
4868,17635
7782,20549
16312,29079
10678,23445
7658,20425
17256,30023
4852,17619
253,47452
570,47769
13054,25821
12611,25378
9197,21964
11171,23938
13037,25804
12466,25233
10868,23635
15218,27985
15246,28013
13674,26441
14535,27302
1626,48825
11323,24090
13594,26361
6382,19149
6703,19470
9692,22459
10640,23407
14814,27581
15509,28276
7413,20180
1647,48846
5147,17914
5355,18122
5581,18348
5907,18674
7291,20058
8759,21526
8922,21689
8923,21690
9428,22195
10836,23603
11686,24453
11895,24662
12135,24902
12497,25264
12692,25459
13110,25877
14878,27645
15366,28133
7778,20545
15201,27968
15374,28141
15591,28358
4916,17683
7114,19881
15314,28081
6939,19706
5303,18070
7541,20308
9557,22324
895,48094
758,47957
9247,22014
11463,24230
13352,26119
14907,27674
11160,23927
15766,28533
15975,28742
17114,29881
13123,25890
13520,26287
16236,29003
16679,29446
1683,48882
10488,23255
4838,17605
6858,19625
13548,26315
657,47856
14269,27036
17339,30106
433,47632
912,48111
