name,longitude,latitude,phone,address,district,city,area,zipcodetype,datatype,date,creator,source,index
熙楼,102.707539,25.055173999999997,,,,,,,,,,,1,1701
云南陆军讲武堂历史博物馆,102.707559,25.054195,,,,,,,,,,,1,1082
野象谷,102.707828,25.054598000000002,,,,,,,,,,,1,1406
卷耳咖啡,102.707367,25.053347,,,,,,,,,,,1,3335
翠湖(西门),102.707848,25.054769,,,,,,,,,,,1,4298
昆明动物园游乐场,102.70806,25.05404,,,,,,,,,,,3,29791
云南陆军讲武堂历史博物馆,102.707559,25.054395,,,,,,,,,,,1,42961
一二一大街（蓮花池）車站公交站,102.70637509999999,25.05535316,,,,,,,,,,,1,1398
优北町(染布巷),102.70531700000001,25.054313,,,,,,,,,,,1,1278
洋芋巷,102.70578499999999,25.053665,,,,,,,,,,,1,1414
雪儿泡菜,102.705795,25.053535999999998,,,,,,,,,,,1,1465
歇脚小栈 钱局街店,102.705626,25.053463,,,,,,,,,,,1,1605
先锋小学,102.705656,25.054868,,,,,,,,,,,1,1680
文山早点,102.705088,25.054495000000003,,,,,,,,,,,1,1814
七杯茶连锁,102.70517,25.05513,,,,,,,,,,,3,6021
哈鲜族,102.70474,25.054579999999998,,,,,,,,,,,3,7380
贵阳囟品小吃铜锅洋芋饭,102.70535,25.0552,,,,,,,,,,,3,7494
花溪牛肉米线,102.70546999999999,25.05496,,,,,,,,,,,3,7614
辣佳麻辣香锅全国连锁昆明园西路店,102.70535,25.0549,,,,,,,,,,,3,8849
微点,102.70487,25.055079999999997,,,,,,,,,,,3,10505
香如木樨云大店,102.70472,25.05454,,,,,,,,,,,3,12052
七杯茶连锁,102.70517,25.05493,,,,,,,,,,,3,13468
哈鲜族,102.70474,25.05438,,,,,,,,,,,3,14827
贵阳囟品小吃铜锅洋芋饭,102.70535,25.055,,,,,,,,,,,3,14941
花溪牛肉米线,102.70546999999999,25.05476,,,,,,,,,,,3,15061
辣佳麻辣香锅全国连锁昆明园西路店,102.70535,25.0547,,,,,,,,,,,3,16296
微点,102.70487,25.054879999999997,,,,,,,,,,,3,17952
香如木樨云大店,102.70472,25.05434,,,,,,,,,,,3,19499
舞茶道,102.70551,25.05511,,,,,,,,,,,3,19981
疯狂馄饨圆西店,102.70557,25.05517,,,,,,,,,,,3,20898
西安名吃,102.70549,25.054779999999997,,,,,,,,,,,3,22062
萨瓦达,102.70543,25.05507,,,,,,,,,,,3,22503
青和小锅米线,102.70555,25.05515,,,,,,,,,,,3,23228
云南省歌舞剧院,102.70486,25.05394,,,,,,,,,,,3,23573
千发屋个人形象设计园西顶级店,102.70514,25.05467,,,,,,,,,,,3,24348
唯雅量贩式KTV,102.70541999999999,25.05475,,,,,,,,,,,3,24534
今朝网苑,102.70584000000001,25.055039999999998,,,,,,,,,,,3,25086
酷龙至尚美发会所,102.7054,25.05473,,,,,,,,,,,3,25313
营地BAR,102.70529,25.054679999999998,,,,,,,,,,,3,26983
爱尔兰酒吧,102.70496999999999,25.0538,,,,,,,,,,,3,28260
时尚VIP美发沙龙,102.70524,25.05467,,,,,,,,,,,3,29450
王丽英诊所,102.70562,25.05484,,,,,,,,,,,3,32282
健之佳健康药房,102.705673,25.054853,,,,,,,,,,,3,32336
南箐学校,102.704553,25.053821,,,,,,,,,,,3,39029
昆明市第三十中学,102.704553,25.053821,,,,,,,,,,,3,39146
物资大院,102.706622,25.055422,,,,,,,,,,,1,1761
克丽缇娜国际美容院,102.706463,25.05476,,,,,,,,,,,1,3301
观音峡,102.706407,25.054531,,,,,,,,,,,1,3925
玉溪胡九小吃连锁店昆明五分店（概念店）,102.70578,25.05556,,,,,,,,,,,3,5965
福建沙县特色小吃,102.70662,25.05615,,,,,,,,,,,3,7232
刘阳蒸菜馆蒸好吃园西路分店,102.70571,25.05548,,,,,,,,,,,3,7290
台北鸡油饭,102.70593000000001,25.05571,,,,,,,,,,,3,7615
瑞江火瓢牛肉,102.70600999999999,25.05537,,,,,,,,,,,3,7790
九月大叔泡芙特卖,102.70638000000001,25.05588,,,,,,,,,,,3,8799
恩熙家韩国紫菜包饭园西路店,102.70635,25.05584,,,,,,,,,,,3,8800
腾冲饵丝店,102.70562,25.05542,,,,,,,,,,,3,8870
德宏傣味,102.70596,25.055329999999998,,,,,,,,,,,3,8871
珍鹭弥勒卤鸡米线,102.70629,25.056179999999998,,,,,,,,,,,3,8872
都可茶饮多娜甜甜圈全国连锁NO．1252,102.70566,25.05547,,,,,,,,,,,3,10557
玉溪胡九小吃连锁店昆明五分店（概念店）,102.70578,25.05536,,,,,,,,,,,3,13412
福建沙县特色小吃,102.70662,25.05595,,,,,,,,,,,3,14679
刘阳蒸菜馆蒸好吃园西路分店,102.70571,25.05528,,,,,,,,,,,3,14737
台北鸡油饭,102.70593000000001,25.05551,,,,,,,,,,,3,15062
瑞江火瓢牛肉,102.70600999999999,25.05517,,,,,,,,,,,3,15237
九月大叔泡芙特卖,102.70638000000001,25.05568,,,,,,,,,,,3,16246
恩熙家韩国紫菜包饭园西路店,102.70635,25.05564,,,,,,,,,,,3,16247
腾冲饵丝店,102.70562,25.055220000000002,,,,,,,,,,,3,16317
德宏傣味,102.70596,25.05513,,,,,,,,,,,3,16318
珍鹭弥勒卤鸡米线,102.70629,25.055979999999998,,,,,,,,,,,3,16319
品筑小吃店,102.70673000000001,25.05615,,,,,,,,,,,3,16320
